Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira,,,,
NE;AL;ARAPIRACA;CRUZ DANTAS & CIA LTDA; 01.411.944/0001-14;RUA EXPEDICIONÁRIOS BRASILEIROS;693-A;;ELDORADO;57306-000;ETANOL;10/05/2004;1,15;;R$ / litro;BRANCA,,,
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0001-58;RODOVIA AL-110;678;KM    70;CANAFISTULA;57302-802;GASOLINA;10/05/2004;2,09;1,7484;R$ / litro;IPIRANGA,,
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0001-58;RODOVIA AL-110;678;KM    70;CANAFISTULA;57302-802;ETANOL;10/05/2004;1,19;0,9952;R$ / litro;IPIRANGA,,
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0001-58;RODOVIA AL-110;678;KM    70;CANAFISTULA;57302-802;DIESEL;10/05/2004;1,39;1,2062;R$ / litro;IPIRANGA,,
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0002-39;AVENIDA EMIDIO DE LIMA,;23;;JARDIM ESPERANCA;57304-820;GASOLINA;10/05/2004;2,09;;R$ / litro;IPIRANGA,,
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0002-39;AVENIDA EMIDIO DE LIMA,;23;;JARDIM ESPERANCA;57304-820;ETANOL;10/05/2004;1,209;;R$ / litro;IPIRANGA,,
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0002-39;AVENIDA EMIDIO DE LIMA,;23;;JARDIM ESPERANCA;57304-820;DIESEL;10/05/2004;1,41;;R$ / litro;IPIRANGA,,
NE;AL;DELMIRO GOUVEIA;POSTO DELMIRO GOUVEIA LTDA; 03.048.164/0001-87;PRACA VICENTE DE MENEZES;20;;CENTRO;57480-000;GASOLINA;10/05/2004;2,1;1,72;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,
NE;AL;DELMIRO GOUVEIA;POSTO DELMIRO GOUVEIA LTDA; 03.048.164/0001-87;PRACA VICENTE DE MENEZES;20;;CENTRO;57480-000;ETANOL;10/05/2004;1,4;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,,
NE;AL;DELMIRO GOUVEIA;POSTO DELMIRO GOUVEIA LTDA; 03.048.164/0001-87;PRACA VICENTE DE MENEZES;20;;CENTRO;57480-000;DIESEL;10/05/2004;1,35;1,205;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,
NE;AL;DELMIRO GOUVEIA;AUTO POSTO DA PEDRA LTDA; 05.518.639/0001-87;RUA FLORIANO PEIXOTO;281;;CENTRO;57480-000;GASOLINA;10/05/2004;2,1;1,6789;R$ / litro;BRANCA,,
NE;AL;DELMIRO GOUVEIA;AUTO POSTO DA PEDRA LTDA; 05.518.639/0001-87;RUA FLORIANO PEIXOTO;281;;CENTRO;57480-000;ETANOL;10/05/2004;1,4;1,0023;R$ / litro;BRANCA,,
NE;AL;DELMIRO GOUVEIA;AUTO POSTO DA PEDRA LTDA; 05.518.639/0001-87;RUA FLORIANO PEIXOTO;281;;CENTRO;57480-000;DIESEL;10/05/2004;1,35;1,1768;R$ / litro;BRANCA,,
NE;AL;DELMIRO GOUVEIA;COMERCIO DE COMBUSTIVEIS NENZITA LTDA; 04.431.113/0001-00;AVENIDA CAXANGA;126;;PEDRA VELHA;57480-000;GASOLINA;10/05/2004;2,1;1,6982;R$ / litro;BRANCA,,
NE;AL;DELMIRO GOUVEIA;COMERCIO DE COMBUSTIVEIS NENZITA LTDA; 04.431.113/0001-00;AVENIDA CAXANGA;126;;PEDRA VELHA;57480-000;ETANOL;10/05/2004;1,4;;R$ / litro;BRANCA,,,
NE;AL;DELMIRO GOUVEIA;COMERCIO DE COMBUSTIVEIS NENZITA LTDA; 04.431.113/0001-00;AVENIDA CAXANGA;126;;PEDRA VELHA;57480-000;DIESEL;10/05/2004;1,35;1,2191;R$ / litro;BRANCA,,
NE;AL;DELMIRO GOUVEIA;ELEIDE GOMES DE OLIVEIRA LISBOA; 03.732.515/0001-74;AVENIDA CAXANGA;20;;PEDRA VELHA;57480-000;GASOLINA;10/05/2004;2,1;;R$ / litro;TEMAPE,,,
NE;AL;DELMIRO GOUVEIA;ELEIDE GOMES DE OLIVEIRA LISBOA; 03.732.515/0001-74;AVENIDA CAXANGA;20;;PEDRA VELHA;57480-000;ETANOL;10/05/2004;1,4;;R$ / litro;TEMAPE,,,
NE;AL;DELMIRO GOUVEIA;ELEIDE GOMES DE OLIVEIRA LISBOA; 03.732.515/0001-74;AVENIDA CAXANGA;20;;PEDRA VELHA;57480-000;DIESEL;10/05/2004;1,35;;R$ / litro;TEMAPE,,,
NE;AL;PALMEIRA DOS INDIOS;A. B. LESSA NETO & CIA LTDA; 05.562.589/0001-35;AVENIDA VIEIRA DE BRITO;1888;;VILA MARIA;57607-570;GASOLINA;10/05/2004;2,08;;R$ / litro;EURO COMBUSTÍVEIS,,,
NE;AL;PALMEIRA DOS INDIOS;A. B. LESSA NETO & CIA LTDA; 05.562.589/0001-35;AVENIDA VIEIRA DE BRITO;1888;;VILA MARIA;57607-570;ETANOL;10/05/2004;1,16;;R$ / litro;EURO COMBUSTÍVEIS,,,
NE;AL;PALMEIRA DOS INDIOS;A. B. LESSA NETO & CIA LTDA; 05.562.589/0001-35;AVENIDA VIEIRA DE BRITO;1888;;VILA MARIA;57607-570;DIESEL;10/05/2004;1,35;;R$ / litro;EURO COMBUSTÍVEIS,,,
NE;AL;PALMEIRA DOS INDIOS;SOARES E SOUZA LTDA; 05.408.092/0002-48;AVENIDA ROTARY;490;;PALMEIRA DE FORA;57608-400;GASOLINA;10/05/2004;2,08;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;SOARES E SOUZA LTDA; 05.408.092/0002-48;AVENIDA ROTARY;490;;PALMEIRA DE FORA;57608-400;ETANOL;10/05/2004;1,16;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;SOARES E SOUZA LTDA; 05.408.092/0002-48;AVENIDA ROTARY;490;;PALMEIRA DE FORA;57608-400;DIESEL;10/05/2004;1,35;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;IRMAOS TAVARES LTDA; 09.339.805/0001-39;RODOVIA BR 316;S/N;KM 147,9;PALMEIRA DE FORA;57600-000;GASOLINA;10/05/2004;2,08;;R$ / litro;BRANCA,,
NE;AL;PALMEIRA DOS INDIOS;IRMAOS TAVARES LTDA; 09.339.805/0001-39;RODOVIA BR 316;S/N;KM 147,9;PALMEIRA DE FORA;57600-000;ETANOL;10/05/2004;1,17;;R$ / litro;BRANCA,,
NE;AL;PALMEIRA DOS INDIOS;IRMAOS TAVARES LTDA; 09.339.805/0001-39;RODOVIA BR 316;S/N;KM 147,9;PALMEIRA DE FORA;57600-000;DIESEL;10/05/2004;1,35;;R$ / litro;BRANCA,,
NE;AL;PALMEIRA DOS INDIOS;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0003-14;AVENIDA VIEIRA DE BRITO;680;;SÃO CRISTÓVÃO;57607-010;GASOLINA;10/05/2004;2,08;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0003-14;AVENIDA VIEIRA DE BRITO;680;;SÃO CRISTÓVÃO;57607-010;ETANOL;10/05/2004;1,17;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0003-14;AVENIDA VIEIRA DE BRITO;680;;SÃO CRISTÓVÃO;57607-010;DIESEL;10/05/2004;1,35;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;POSTO ZÉ TAVARES COMÉRCIO DE COMBUSTÍVEIS LTDA; 12.018.131/0001-85;AVENIDA VIEIRA DE BRITO;460;TERREO;SAO CRISTOVAO;57601-100;GASOLINA;10/05/2004;2,08;;R$ / litro;RAIZEN,,,
NE;AL;PALMEIRA DOS INDIOS;POSTO ZÉ TAVARES COMÉRCIO DE COMBUSTÍVEIS LTDA; 12.018.131/0001-85;AVENIDA VIEIRA DE BRITO;460;TERREO;SAO CRISTOVAO;57601-100;ETANOL;10/05/2004;1,17;;R$ / litro;RAIZEN,,,
NE;AL;PALMEIRA DOS INDIOS;POSTO ZÉ TAVARES COMÉRCIO DE COMBUSTÍVEIS LTDA; 12.018.131/0001-85;AVENIDA VIEIRA DE BRITO;460;TERREO;SAO CRISTOVAO;57601-100;DIESEL;10/05/2004;1,35;;R$ / litro;RAIZEN,,,
NE;AL;PALMEIRA DOS INDIOS;BALBINO & CIA LTDA; 08.623.068/0001-39;AVENIDA GOVERNADOR MUNIZ FALCAO;1001;TERREO;SAO FRANCISCO;57607-280;GASOLINA;10/05/2004;2,08;1,7995;R$ / litro;RAIZEN,,
NE;AL;PALMEIRA DOS INDIOS;BALBINO & CIA LTDA; 08.623.068/0001-39;AVENIDA GOVERNADOR MUNIZ FALCAO;1001;TERREO;SAO FRANCISCO;57607-280;ETANOL;10/05/2004;1,17;1,0317;R$ / litro;RAIZEN,,
NE;AL;PALMEIRA DOS INDIOS;BALBINO & CIA LTDA; 08.623.068/0001-39;AVENIDA GOVERNADOR MUNIZ FALCAO;1001;TERREO;SAO FRANCISCO;57607-280;DIESEL;10/05/2004;1,35;1,244;R$ / litro;RAIZEN,,
NE;AL;PALMEIRA DOS INDIOS;AMORIM & CORREIA LTDA; 08.413.304/0001-92;RUA PEDRO BARBOSA;S/N;;CENTRO;57601-080;GASOLINA;10/05/2004;2,08;;R$ / litro;CBPI,,,
NE;AL;PALMEIRA DOS INDIOS;AMORIM & CORREIA LTDA; 08.413.304/0001-92;RUA PEDRO BARBOSA;S/N;;CENTRO;57601-080;ETANOL;10/05/2004;1,16;;R$ / litro;CBPI,,,
NE;AL;PALMEIRA DOS INDIOS;AMORIM & CORREIA LTDA; 08.413.304/0001-92;RUA PEDRO BARBOSA;S/N;;CENTRO;57601-080;DIESEL;10/05/2004;1,39;;R$ / litro;CBPI,,,
NE;AL;PALMEIRA DOS INDIOS;SEVERINO S. LOPES & CIA. LTDA.; 05.331.412/0001-28;AVENIDA MUNIZ FALCAO;218;;SÃO FRANCISCO;57602-490;GASOLINA;10/05/2004;2,08;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;SEVERINO S. LOPES & CIA. LTDA.; 05.331.412/0001-28;AVENIDA MUNIZ FALCAO;218;;SÃO FRANCISCO;57602-490;ETANOL;10/05/2004;1,16;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;SEVERINO S. LOPES & CIA. LTDA.; 05.331.412/0001-28;AVENIDA MUNIZ FALCAO;218;;SÃO FRANCISCO;57602-490;DIESEL;10/05/2004;1,36;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;ANNA KARLA LOPES DA SILVA; 04.227.103/0001-40;RODOVIA AL 115;S/N;KM 01;ZONA RURAL;57600-000;GASOLINA;10/05/2004;2,08;;R$ / litro;TEMAPE,,,
NE;AL;PALMEIRA DOS INDIOS;ANNA KARLA LOPES DA SILVA; 04.227.103/0001-40;RODOVIA AL 115;S/N;KM 01;ZONA RURAL;57600-000;ETANOL;10/05/2004;1,17;;R$ / litro;TEMAPE,,,
NE;AL;PALMEIRA DOS INDIOS;ANNA KARLA LOPES DA SILVA; 04.227.103/0001-40;RODOVIA AL 115;S/N;KM 01;ZONA RURAL;57600-000;DIESEL;10/05/2004;1,36;;R$ / litro;TEMAPE,,,
NE;AL;PALMEIRA DOS INDIOS;J. LIMEIRA SANTOS & CIA. LTDA.; 01.865.332/0001-00;AVENIDA GOVERNADOR MUNIZ FALCAO;3510;;SÃO FRANCISCO;57603-000;GASOLINA;10/05/2004;2,08;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;J. LIMEIRA SANTOS & CIA. LTDA.; 01.865.332/0001-00;AVENIDA GOVERNADOR MUNIZ FALCAO;3510;;SÃO FRANCISCO;57603-000;ETANOL;10/05/2004;1,17;;R$ / litro;BRANCA,,,
NE;AL;PALMEIRA DOS INDIOS;J. LIMEIRA SANTOS & CIA. LTDA.; 01.865.332/0001-00;AVENIDA GOVERNADOR MUNIZ FALCAO;3510;;SÃO FRANCISCO;57603-000;DIESEL;10/05/2004;1,36;;R$ / litro;BRANCA,,,
NE;AL;RIO LARGO;EMPREENDIMENTOS PALMARES LTDA; 05.290.591/0001-00;RODOVIA BR 104 - KM. 11;S/N;LOTES 1 AO 07 LOTEAMENTO PARQUE DOS EUCALÍPTOS;ANTONIO LINS SOUZA (ANTIGO TABULEIRO DO PINTO);57100-000;GASOLINA;10/05/2004;2,069;1,739;R$ / litro;BRANCA,,
NE;AL;RIO LARGO;EMPREENDIMENTOS PALMARES LTDA; 05.290.591/0001-00;RODOVIA BR 104 - KM. 11;S/N;LOTES 1 AO 07 LOTEAMENTO PARQUE DOS EUCALÍPTOS;ANTONIO LINS SOUZA (ANTIGO TABULEIRO DO PINTO);57100-000;ETANOL;10/05/2004;1,07;;R$ / litro;BRANCA,,,
NE;AL;RIO LARGO;EMPREENDIMENTOS PALMARES LTDA; 05.290.591/0001-00;RODOVIA BR 104 - KM. 11;S/N;LOTES 1 AO 07 LOTEAMENTO PARQUE DOS EUCALÍPTOS;ANTONIO LINS SOUZA (ANTIGO TABULEIRO DO PINTO);57100-000;DIESEL;10/05/2004;1,369;1,2328;R$ / litro;BRANCA,,
NE;AL;RIO LARGO;REMY COMERCIO E LUBRIFICANTES LTDA; 41.183.971/0002-82;LOTEAMENTO SÃO CAETANO;15190;LOTES 5 E 6  QUADRA F;TABULEIRO DO PINTO;57100-000;GASOLINA;11/05/2004;2,14;1,7671;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,
NE;AL;RIO LARGO;REMY COMERCIO E LUBRIFICANTES LTDA; 41.183.971/0002-82;LOTEAMENTO SÃO CAETANO;15190;LOTES 5 E 6  QUADRA F;TABULEIRO DO PINTO;57100-000;ETANOL;11/05/2004;1,1;0,8912;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,
NE;AL;RIO LARGO;REMY COMERCIO E LUBRIFICANTES LTDA; 41.183.971/0002-82;LOTEAMENTO SÃO CAETANO;15190;LOTES 5 E 6  QUADRA F;TABULEIRO DO PINTO;57100-000;DIESEL;11/05/2004;1,36;1,2128;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,
NE;AL;RIO LARGO;OLIVEIRA & FREITAS LTDA; 01.600.494/0001-08;LOTEAMENTO VILA RICA QUADRA B;12;MATA DO ROLO;CENTRO;57100-000;GASOLINA;10/05/2004;2,06;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,,
NE;AL;RIO LARGO;OLIVEIRA & FREITAS LTDA; 01.600.494/0001-08;LOTEAMENTO VILA RICA QUADRA B;12;MATA DO ROLO;CENTRO;57100-000;ETANOL;10/05/2004;1,08;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,,
NE;AL;RIO LARGO;OLIVEIRA & FREITAS LTDA; 01.600.494/0001-08;LOTEAMENTO VILA RICA QUADRA B;12;MATA DO ROLO;CENTRO;57100-000;DIESEL;10/05/2004;1,32;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,,
NE;AL;RIO LARGO;FLECHA S/A TURISMO COMÉRCIO E INDÚSTRIA; 27.075.753/0010-03;RODOVIA BR 101;S/N;KM 75;TABULEIRO DO PINTO;57100-000;GASOLINA;10/05/2004;2,115;1,8774;R$ / litro;RAIZEN,,
NE;AL;RIO LARGO;FLECHA S/A TURISMO COMÉRCIO E INDÚSTRIA; 27.075.753/0010-03;RODOVIA BR 101;S/N;KM 75;TABULEIRO DO PINTO;57100-000;ETANOL;10/05/2004;1,199;;R$ / litro;RAIZEN,,,
NE;AL;RIO LARGO;FLECHA S/A TURISMO COMÉRCIO E INDÚSTRIA; 27.075.753/0010-03;RODOVIA BR 101;S/N;KM 75;TABULEIRO DO PINTO;57100-000;DIESEL;10/05/2004;1,42;1,202;R$ / litro;RAIZEN,,
NE;AL;RIO LARGO;AUTO POSTO PIONEIRO LTDA; 05.101.388/0001-30;RODOVIA BR 101 NORTE KM 75;S/N;ZONA RURAL;ZONA RURAL;57100-000;GASOLINA;10/05/2004;2,06;1,6883;R$ / litro;BRANCA,,
NE;AL;RIO LARGO;AUTO POSTO PIONEIRO LTDA; 05.101.388/0001-30;RODOVIA BR 101 NORTE KM 75;S/N;ZONA RURAL;ZONA RURAL;57100-000;ETANOL;10/05/2004;1,09;0,7864;R$ / litro;BRANCA,,
NE;AL;RIO LARGO;AUTO POSTO PIONEIRO LTDA; 05.101.388/0001-30;RODOVIA BR 101 NORTE KM 75;S/N;ZONA RURAL;ZONA RURAL;57100-000;DIESEL;10/05/2004;1,32;1,1809;R$ / litro;BRANCA,,
NE;AL;RIO LARGO;ADMINISTRADORA MUNDAU LTDA; 03.305.493/0001-66;RODOVIA BR 104;S/N;KM 88;MATA DO ROLO;57100-000;GASOLINA;10/05/2004;2,05;1,685;R$ / litro;IPIRANGA,,
NE;AL;RIO LARGO;ADMINISTRADORA MUNDAU LTDA; 03.305.493/0001-66;RODOVIA BR 104;S/N;KM 88;MATA DO ROLO;57100-000;ETANOL;10/05/2004;1,08;;R$ / litro;IPIRANGA,,,
NE;AL;RIO LARGO;ADMINISTRADORA MUNDAU LTDA; 03.305.493/0001-66;RODOVIA BR 104;S/N;KM 88;MATA DO ROLO;57100-000;DIESEL;10/05/2004;1,31;1,2186;R$ / litro;IPIRANGA,,
NE;AL;RIO LARGO;AUTO POSTO SHELL AEROPOSTO LTDA; 03.015.970/0001-59;RODOVIA BR 104  NORTE;S/N;KM 20;TABULEIRO DO PINTO;57100-000;GASOLINA;10/05/2004;2,12;1,7117;R$ / litro;RAIZEN,,
NE;AL;RIO LARGO;AUTO POSTO SHELL AEROPOSTO LTDA; 03.015.970/0001-59;RODOVIA BR 104  NORTE;S/N;KM 20;TABULEIRO DO PINTO;57100-000;ETANOL;10/05/2004;1,05;0,9418;R$ / litro;RAIZEN,,
NE;AL;RIO LARGO;AUTO POSTO SHELL AEROPOSTO LTDA; 03.015.970/0001-59;RODOVIA BR 104  NORTE;S/N;KM 20;TABULEIRO DO PINTO;57100-000;DIESEL;10/05/2004;1,32;1,2269;R$ / litro;RAIZEN,,
NE;AL;SANTANA DO IPANEMA;IRMAOS JOTA PINTO & CIA LTDA; 08.418.303/0002-11;AVENIDA DR ARSENIO MOREIRA;420;;MONUMENTO;57500-000;GASOLINA;10/05/2004;2,06;1,7286;R$ / litro;IPIRANGA,,
NE;AL;SANTANA DO IPANEMA;IRMAOS JOTA PINTO & CIA LTDA; 08.418.303/0002-11;AVENIDA DR ARSENIO MOREIRA;420;;MONUMENTO;57500-000;ETANOL;10/05/2004;1,2;0,9686;R$ / litro;IPIRANGA,,
NE;AL;SANTANA DO IPANEMA;IRMAOS JOTA PINTO & CIA LTDA; 08.418.303/0002-11;AVENIDA DR ARSENIO MOREIRA;420;;MONUMENTO;57500-000;DIESEL;10/05/2004;1,37;1,2129;R$ / litro;IPIRANGA,,
NE;AL;SANTANA DO IPANEMA;IRMAOS JOTA PINTO & CIA LTDA; 08.418.303/0001-30;RUA DOMINGOS ACACIO;144;;DOMINGOS ACACIO;57500-000;GASOLINA;10/05/2004;2,06;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,,
NE;AL;SANTANA DO IPANEMA;IRMAOS JOTA PINTO & CIA LTDA; 08.418.303/0001-30;RUA DOMINGOS ACACIO;144;;DOMINGOS ACACIO;57500-000;ETANOL;10/05/2004;1,19;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,,
NE;AL;SANTANA DO IPANEMA;IRMAOS JOTA PINTO & CIA LTDA; 08.418.303/0001-30;RUA DOMINGOS ACACIO;144;;DOMINGOS ACACIO;57500-000;DIESEL;10/05/2004;1,37;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,,
NE;AL;SANTANA DO IPANEMA;JOSE CARLOS MORONI VALENCA & CIA LTDA; 12.688.818/0003-90;AVENIDA PRESIDENTE DUTRA;816A;;MONUMENTO;57500-000;GASOLINA;10/05/2004;2,06;;R$ / litro;CBPI,,,
NE;AL;SANTANA DO IPANEMA;JOSE CARLOS MORONI VALENCA & CIA LTDA; 12.688.818/0003-90;AVENIDA PRESIDENTE DUTRA;816A;;MONUMENTO;57500-000;ETANOL;10/05/2004;1,2;;R$ / litro;CBPI,,,
NE;AL;SANTANA DO IPANEMA;JOSE CARLOS MORONI VALENCA & CIA LTDA; 12.688.818/0003-90;AVENIDA PRESIDENTE DUTRA;816A;;MONUMENTO;57500-000;DIESEL;10/05/2004;1,37;;R$ / litro;CBPI,,,
NE;AL;SANTANA DO IPANEMA;JOSE CARLOS MORONI VALENCA & CIA LTDA; 12.688.818/0001-28;RUA DOMINGOS ACACIO;61;;DOMINGOS ACACIO;57500-000;GASOLINA;10/05/2004;2,06;;R$ / litro;BRANCA,,,
NE;AL;SANTANA DO IPANEMA;JOSE CARLOS MORONI VALENCA & CIA LTDA; 12.688.818/0001-28;RUA DOMINGOS ACACIO;61;;DOMINGOS ACACIO;57500-000;ETANOL;10/05/2004;1,2;;R$ / litro;BRANCA,,,
NE;AL;SANTANA DO IPANEMA;JOSE CARLOS MORONI VALENCA & CIA LTDA; 12.688.818/0001-28;RUA DOMINGOS ACACIO;61;;DOMINGOS ACACIO;57500-000;DIESEL;10/05/2004;1,37;;R$ / litro;BRANCA,,,
NE;AL;SANTANA DO IPANEMA;ADILZA S. F. RAMOS; 01.332.922/0001-69;RUA PEDRO BRANDÃO;370;;CAMOXINGA;57500-000;GASOLINA;10/05/2004;2,06;1,7113;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,
NE;AL;SANTANA DO IPANEMA;ADILZA S. F. RAMOS; 01.332.922/0001-69;RUA PEDRO BRANDÃO;370;;CAMOXINGA;57500-000;ETANOL;10/05/2004;1,19;0,8883;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,
NE;AL;SANTANA DO IPANEMA;ADILZA S. F. RAMOS; 01.332.922/0001-69;RUA PEDRO BRANDÃO;370;;CAMOXINGA;57500-000;DIESEL;10/05/2004;1,37;1,1953;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.,,
N;AM;ITACOATIARA;EMAQUISON DOS SANTOS FERREIRA; 04.280.081/0001-81;AVENIDA TORQUATO TAPAJOS;1887;;PEDREIRAS;69100-000;GASOLINA;10/05/2004;1,95;1,7513;R$ / litro;BRANCA,,
N;AM;ITACOATIARA;EMAQUISON DOS SANTOS FERREIRA; 04.280.081/0001-81;AVENIDA TORQUATO TAPAJOS;1887;;PEDREIRAS;69100-000;DIESEL;10/05/2004;1,5;1,3663;R$ / litro;BRANCA,,
N;AM;ITACOATIARA;MARIO CORREA CABRAL; 04.305.033/0001-09;MARGEM ESQUERDA DO RIO AMAZONAS;S/N;PORTO DO JAUARY;JAUARY;69100-000;GASOLINA;10/05/2004;1,97;1,69;R$ / litro;BRANCA,,
N;AM;ITACOATIARA;MARIO CORREA CABRAL; 04.305.033/0001-09;MARGEM ESQUERDA DO RIO AMAZONAS;S/N;PORTO DO JAUARY;JAUARY;69100-000;DIESEL;10/05/2004;1,47;;R$ / litro;BRANCA,,,
N;AM;ITACOATIARA;RODRIGUES E MARTINS LTDA; 84.506.476/0001-99;RUA BENJAMIM CONSTANT;S/N;0;CENTRO;69100-000;GASOLINA;10/05/2004;1,99;1,7546;R$ / litro;BRANCA,,
N;AM;ITACOATIARA;RODRIGUES E MARTINS LTDA; 84.506.476/0001-99;RUA BENJAMIM CONSTANT;S/N;0;CENTRO;69100-000;ETANOL;10/05/2004;1,7;;R$ / litro;BRANCA,,,
N;AM;ITACOATIARA;RODRIGUES E MARTINS LTDA; 84.506.476/0001-99;RUA BENJAMIM CONSTANT;S/N;0;CENTRO;69100-000;DIESEL;10/05/2004;1,5;1,3689;R$ / litro;BRANCA,,
N;AM;ITACOATIARA;POSTO FERREIRA LTDA - ME.; 84.451.731/0001-43;RUA FILETO PIRES;1725;;COLONIA;69100-000;GASOLINA;10/05/2004;1,99;;R$ / litro;BRANCA,,,
